tenant_slug,product_name,description,price_cpm,delivery_type,formats_json,targeting_json
netflix,Netflix Will Smith Package 136,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,42,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 137,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",72,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 138,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,40,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 139,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,35,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 140,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",71,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 141,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,79,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 142,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",58,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 143,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,36,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 144,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,48,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 145,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",41,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Emma Stone Package 146,Premium content meets star power with our Emma Stone spotlight package. Reach fans and enthusiasts worldwide who admire Emma Stone while aligning your brand with exclusive cinematic appeal.,80,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 147,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",55,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 148,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,38,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""USA"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 149,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,55,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 150,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",55,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 151,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,69,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 152,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",52,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 153,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,53,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 154,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,61,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 155,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",78,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Will Smith Package 156,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,39,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 157,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",56,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 158,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,77,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 159,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,46,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 160,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",67,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 161,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,41,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 162,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",73,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 163,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,50,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""UK"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 164,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,41,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 165,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",67,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Emma Stone Package 166,Premium content meets star power with our Emma Stone spotlight package. Reach fans and enthusiasts worldwide who admire Emma Stone while aligning your brand with exclusive cinematic appeal.,39,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 167,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",75,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""UK"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 168,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,36,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 169,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,64,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 170,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",59,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 171,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,68,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 172,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",51,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""UK"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 173,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,71,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 174,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,61,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 175,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",56,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Will Smith Package 176,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,40,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 177,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",58,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 178,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,55,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 179,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,65,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 180,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",73,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 181,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,57,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 182,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",72,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 183,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,65,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 184,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,52,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 185,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",67,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Emma Stone Package 186,Premium content meets star power with our Emma Stone spotlight package. Reach fans and enthusiasts worldwide who admire Emma Stone while aligning your brand with exclusive cinematic appeal.,67,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 187,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",55,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 188,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,70,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 189,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,37,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 190,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",51,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""France"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 191,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,48,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 192,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",63,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 193,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,71,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 194,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,40,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 195,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",69,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Will Smith Package 196,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,75,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 197,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",76,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 198,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,52,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Germany"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 199,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,68,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 200,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",57,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 201,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,73,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 202,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",37,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""USA"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 203,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,58,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 204,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,65,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 205,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",75,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Emma Stone Package 206,Premium content meets star power with our Emma Stone spotlight package. Reach fans and enthusiasts worldwide who admire Emma Stone while aligning your brand with exclusive cinematic appeal.,41,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 207,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",71,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 208,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,60,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 209,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,79,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 210,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",59,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 211,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,68,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 212,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",61,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 213,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,53,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 214,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,63,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 215,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",49,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Will Smith Package 216,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,35,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 217,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",46,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 218,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,61,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 219,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,74,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 220,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",68,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 221,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,70,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 222,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",38,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""CTV""]}"
