tenant_slug,product_name,description,price_cpm,delivery_type,formats,targeting_json
tiktok,TikTok Trending Challenge,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok trending with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's trending culture. Make some noise! 🔊",23.07,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Australia"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Technology Duet,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokTechnology movement with our technology sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,18.79,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Dance Live Stream,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok dance with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's dance culture. Make some noise! 🔊",15.67,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Sound Bite,"🎥 LIVE & UNFILTERED! Take over TikTok live with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes live, your brand goes viral! 📱",18.69,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Entertainment Live Stream,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokEntertainment movement with our entertainment sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,23.84,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Viral Review,"🎥 LIVE & UNFILTERED! Take over TikTok viral with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes viral, your brand goes viral! 📱",19.94,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Entertainment Duet,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok entertainment with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's entertainment culture. Make some noise! 🔊",21.62,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Pets Vlog,"🎥 LIVE & UNFILTERED! Take over TikTok pets with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes pets, your brand goes viral! 📱",15.35,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""France"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Lifestyle Review,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokLifestyle movement with our lifestyle sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,16.14,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""France"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Viral Tutorial,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokViral movement with our viral sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,15.13,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""France"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Fitness Takeover,"🎥 LIVE & UNFILTERED! Take over TikTok fitness with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes fitness, your brand goes viral! 📱",15.83,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""France"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Health Takeover,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokHealth movement with our health sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,19.87,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""UK"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Technology Takeover,"🎥 LIVE & UNFILTERED! Take over TikTok technology with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes technology, your brand goes viral! 📱",23.14,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Art Story,"🎥 LIVE & UNFILTERED! Take over TikTok art with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes art, your brand goes viral! 📱",19.6,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""France"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Sports Duet,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokSports movement with our sports sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,24.57,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Family Challenge,"🎥 LIVE & UNFILTERED! Take over TikTok family with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes family, your brand goes viral! 📱",19.92,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""France"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Music Review,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokMusic movement with our music sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,16.34,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Shopping Sound Bite,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok shopping with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's shopping culture. Make some noise! 🔊",17.55,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Beauty Takeover,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokBeauty movement with our beauty sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,17.79,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""UK"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Tutorial,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok live with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's live culture. Make some noise! 🔊",17.2,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Australia"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Art Challenge,"🎥 LIVE & UNFILTERED! Take over TikTok art with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes art, your brand goes viral! 📱",21.71,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""USA"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Art Duet,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok art with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's art culture. Make some noise! 🔊",23.94,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Business Live Stream,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok business with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's business culture. Make some noise! 🔊",19.3,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Family Takeover,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokFamily movement with our family sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,18.51,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""France"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Fitness Vlog,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokFitness movement with our fitness sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,22.71,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Dance Review,"🎥 LIVE & UNFILTERED! Take over TikTok dance with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes dance, your brand goes viral! 📱",19.67,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""France"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Education Story,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokEducation movement with our education sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,19.69,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""UK"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Art Vlog,"🎥 LIVE & UNFILTERED! Take over TikTok art with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes art, your brand goes viral! 📱",18.14,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""Germany"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Food Live Stream,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokFood movement with our food sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,18.67,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Tutorial,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok live with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's live culture. Make some noise! 🔊",21.52,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Australia"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Live Stream,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokLive movement with our live sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,22.87,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Lifestyle Story,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokLifestyle movement with our lifestyle sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,16.04,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Family Vlog,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok family with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's family culture. Make some noise! 🔊",22.4,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Pets Review,"🎥 LIVE & UNFILTERED! Take over TikTok pets with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes pets, your brand goes viral! 📱",19.62,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""France"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Sports Vlog,"🎥 LIVE & UNFILTERED! Take over TikTok sports with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes sports, your brand goes viral! 📱",23.85,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Germany"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Music Takeover,"🎥 LIVE & UNFILTERED! Take over TikTok music with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes music, your brand goes viral! 📱",23.05,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Gaming Vlog,"🎥 LIVE & UNFILTERED! Take over TikTok gaming with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes gaming, your brand goes viral! 📱",17.02,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Food Takeover,"🎥 LIVE & UNFILTERED! Take over TikTok food with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes food, your brand goes viral! 📱",16.82,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""France"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok DIY Duet,"🎥 LIVE & UNFILTERED! Take over TikTok diy with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes diy, your brand goes viral! 📱",16.52,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Trending Duet,"🎥 LIVE & UNFILTERED! Take over TikTok trending with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes trending, your brand goes viral! 📱",15.41,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Travel Vlog,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokTravel movement with our travel sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,15.72,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Germany"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Fitness Story,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok fitness with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's fitness culture. Make some noise! 🔊",17.39,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Comedy Live Stream,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok comedy with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's comedy culture. Make some noise! 🔊",17.39,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Lifestyle Sound Bite,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokLifestyle movement with our lifestyle sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,17.14,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""UK"", ""France""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Gaming Story,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok gaming with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's gaming culture. Make some noise! 🔊",24.24,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""France"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Home Review,"🎥 LIVE & UNFILTERED! Take over TikTok home with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes home, your brand goes viral! 📱",24.07,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""Germany"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Lifestyle Duet,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokLifestyle movement with our lifestyle sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,16.36,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Takeover,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok live with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's live culture. Make some noise! 🔊",22.23,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""France"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Family Vlog,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok family with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's family culture. Make some noise! 🔊",15.66,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""France"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Story,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok live with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's live culture. Make some noise! 🔊",21.04,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""France"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Home Live Stream,"🎥 LIVE & UNFILTERED! Take over TikTok home with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes home, your brand goes viral! 📱",23.58,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Travel Dance,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok travel with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's travel culture. Make some noise! 🔊",24.3,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Dance Review,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokDance movement with our dance sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,18.0,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""France"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Lifestyle Live Stream,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok lifestyle with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's lifestyle culture. Make some noise! 🔊",16.34,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""UK"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Sports Takeover,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokSports movement with our sports sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,16.03,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""France"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Pets Live Stream,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokPets movement with our pets sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,22.53,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Business Challenge,"🎥 LIVE & UNFILTERED! Take over TikTok business with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes business, your brand goes viral! 📱",21.42,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Music Story,"🎥 LIVE & UNFILTERED! Take over TikTok music with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes music, your brand goes viral! 📱",20.28,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Viral Live Stream,"🎥 LIVE & UNFILTERED! Take over TikTok viral with your brand message reaching 500K+ real-time viewers. Perfect for product launches, announcements, or brand awareness. Our creators bring authenticity and engagement that traditional ads can't match. When TikTok goes viral, your brand goes viral! 📱",15.97,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Food Dance,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokFood movement with our food sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,24.7,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Education Review,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok education with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's education culture. Make some noise! 🔊",18.79,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Travel Review,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok travel with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's travel culture. Make some noise! 🔊",23.56,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""UK""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Health Dance,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok health with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's health culture. Make some noise! 🔊",19.52,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""France"", ""UK"", ""USA""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Business Tutorial,🔥 VIRAL ALERT! Your brand in front of 1B+ creators! Join the #TikTokBusiness movement with our business sponsorship. Perfect for brands wanting to tap into Gen Z's favorite platform. Reach millions of engaged users who love to discover new products through authentic creator content. Limited availability - get trending NOW! 🚀,15.45,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Shopping Story,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok shopping with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's shopping culture. Make some noise! 🔊",22.16,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
tiktok,TikTok Live Takeover,"🎵 SOUND ON! Your brand becomes the soundtrack of TikTok live with our exclusive sponsorship. When creators use your branded content, millions hear your message. Perfect for brands wanting to be part of TikTok's live culture. Make some noise! 🔊",21.75,non_guaranteed,"[""video"", ""take_over""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""tablet""]}"
